_id,Quarter,HB,HBQF,HBName,HBNameQF,ADPName,ADPNameQF,ServiceType,ServiceTypeQF,SubstanceType,SubstanceTypeQF,Measure,Waited_1_week_or_less,Waited_more_than_1_week_but_within_2_weeks,Waited_more_than_2_week_but_within_3_weeks,Waited_more_than_3_week_but_within_4_weeks,Waited_more_than_4_week_but_within_8_weeks,Waited_more_than_8_week_but_within_12_weeks,Waited_more_than_12_week_but_within_26_weeks,Waited_more_than_26_week_but_within_52_weeks,Waited_more_than_52_week,LDP_standard_waited_3_weeks_or_less,LDP_standard_waited_more_than_3_weeks,Median_length_of_wait_days
4156,Q1 2023/2024,S08000019,"",NHS Forth Valley,"",All NHS Forth Valley ADPs,d,Community-based service,"",Drug,"",Percentage,60.209,21.99,13.613,3.141,0,0,0,0,1.047,95.812,4.188,6
4157,Q1 2023/2024,S08000019,"",NHS Forth Valley,"",All NHS Forth Valley ADPs,d,Prison-based service,"",Drug,"",Percentage,77.551,18.367,4.082,0,0,0,0,0,0,100,0,2
4158,Q2 2023/2024,S08000019,"",NHS Forth Valley,"",All NHS Forth Valley ADPs,d,All services,d,Drug,"",Percentage,63.359,19.084,11.069,1.527,4.962,0,0,0,0,93.511,6.489,4
4159,Q2 2023/2024,S08000019,"",NHS Forth Valley,"",All NHS Forth Valley ADPs,d,Community-based service,"",Drug,"",Percentage,60.369,19.816,11.982,1.843,5.991,0,0,0,0,92.166,7.834,5
4160,Q2 2023/2024,S08000019,"",NHS Forth Valley,"",All NHS Forth Valley ADPs,d,Prison-based service,"",Drug,"",Percentage,77.778,15.556,6.667,0,0,0,0,0,0,100,0,0
4161,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Alcohol,"",Percentage,52.055,28.425,10.274,5.137,2.397,1.027,0.685,0,0,90.753,9.247,7
4162,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Alcohol,"",Percentage,52.055,28.425,10.274,5.137,2.397,1.027,0.685,0,0,90.753,9.247,7
4163,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Alcohol,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4164,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Alcohol,"",Percentage,49.175,26.073,15.842,3.96,4.29,0.33,0.33,0,0,91.089,8.911,8
4165,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Alcohol,"",Percentage,49.175,26.073,15.842,3.96,4.29,0.33,0.33,0,0,91.089,8.911,8
4166,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Alcohol,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4167,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Alcohol,"",Percentage,60.064,24.601,8.946,2.236,3.514,0.319,0,0,0.319,93.61,6.39,6
4168,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Alcohol,"",Percentage,60.064,24.601,8.946,2.236,3.514,0.319,0,0,0.319,93.61,6.39,6
4169,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Alcohol,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4170,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Alcohol,"",Percentage,59.053,22.563,10.306,4.735,2.507,0.557,0.279,0,0,91.922,8.078,6
4171,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Alcohol,"",Percentage,59.218,22.626,10.335,4.469,2.514,0.559,0.279,0,0,92.179,7.821,6
4172,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Alcohol,"",Percentage,0,0,0,100,0,0,0,0,0,0,100,26
4173,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Alcohol,"",Percentage,57.929,23.625,14.239,2.589,1.618,0,0,0,0,95.793,4.207,6
4174,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Alcohol,"",Percentage,57.929,23.625,14.239,2.589,1.618,0,0,0,0,95.793,4.207,6
4175,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Alcohol,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4176,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,All,d,Percentage,58.333,25.98,8.17,3.922,1.961,0.817,0.817,0,0,92.484,7.516,7
4177,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",All,d,Percentage,58.197,26.066,8.197,3.934,1.967,0.82,0.82,0,0,92.459,7.541,7
4178,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4179,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,All,d,Percentage,56.528,23.502,11.828,2.919,3.687,0.307,0.922,0.154,0.154,91.859,8.141,7
4180,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",All,d,Percentage,56.327,23.611,11.883,2.932,3.704,0.309,0.926,0.154,0.154,91.821,8.179,7
4181,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4182,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,All,d,Percentage,66.409,22.136,7.121,1.548,2.322,0.31,0,0,0.155,95.666,4.334,5
4183,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",All,d,Percentage,66.357,22.171,7.132,1.55,2.326,0.31,0,0,0.155,95.659,4.341,5
4184,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,1
4185,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,All,d,Percentage,66.62,17.532,9.257,3.366,2.384,0.561,0.281,0,0,93.408,6.592,5
4186,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",All,d,Percentage,66.143,17.857,9.429,3.286,2.429,0.571,0.286,0,0,93.429,6.571,5
4187,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",All,d,Percentage,92.308,0,0,7.692,0,0,0,0,0,92.308,7.692,0
4188,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,All,d,Percentage,66.997,19.967,9.076,1.98,1.815,0,0.165,0,0,96.04,3.96,5
4189,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",All,d,Percentage,67.219,19.702,9.106,1.987,1.821,0,0.166,0,0,96.026,3.974,5
4190,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",All,d,Percentage,0,100,0,0,0,0,0,0,0,100,0,8
4191,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Co-dependency,"",Percentage,66.667,21.569,1.961,3.922,3.922,0,1.961,0,0,90.196,9.804,6
4192,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Co-dependency,"",Percentage,66.667,21.569,1.961,3.922,3.922,0,1.961,0,0,90.196,9.804,6
4193,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4194,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Co-dependency,"",Percentage,70,20,5,2.5,2.5,0,0,0,0,95,5,7
4195,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Co-dependency,"",Percentage,70,20,5,2.5,2.5,0,0,0,0,95,5,7
4196,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4197,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Co-dependency,"",Percentage,67.857,28.571,1.786,1.786,0,0,0,0,0,98.214,1.786,4.5
4198,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Co-dependency,"",Percentage,67.857,28.571,1.786,1.786,0,0,0,0,0,98.214,1.786,4.5
4199,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4200,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Co-dependency,"",Percentage,76.19,11.905,7.143,2.381,0,2.381,0,0,0,95.238,4.762,2
4201,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Co-dependency,"",Percentage,69.697,15.152,9.091,3.03,0,3.03,0,0,0,93.939,6.061,3
4202,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4203,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Co-dependency,"",Percentage,84.783,6.522,2.174,2.174,4.348,0,0,0,0,93.478,6.522,3
4204,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Co-dependency,"",Percentage,84.783,6.522,2.174,2.174,4.348,0,0,0,0,93.478,6.522,3
4205,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4206,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Drug,"",Percentage,63.569,24.164,7.063,2.602,1.115,0.743,0.743,0,0,94.796,5.204,6
4207,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Drug,"",Percentage,63.296,24.345,7.116,2.622,1.124,0.749,0.749,0,0,94.757,5.243,6
4208,Q2 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Drug,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4209,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Drug,"",Percentage,62.013,21.429,8.766,1.948,3.247,0.325,1.623,0.325,0.325,92.208,7.792,5
4210,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Drug,"",Percentage,61.639,21.639,8.852,1.967,3.279,0.328,1.639,0.328,0.328,92.131,7.869,5
4211,Q3 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Drug,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4212,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Drug,"",Percentage,73.285,18.051,6.137,0.722,1.444,0.361,0,0,0,97.473,2.527,3
4213,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Drug,"",Percentage,73.188,18.116,6.159,0.725,1.449,0.362,0,0,0,97.464,2.536,3
4214,Q4 2022/2023,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Drug,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,1
4215,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Drug,"",Percentage,74.038,12.5,8.333,1.923,2.564,0.321,0.321,0,0,94.872,5.128,3
4216,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Drug,"",Percentage,73.786,12.621,8.414,1.942,2.589,0.324,0.324,0,0,94.822,5.178,3
4217,Q1 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Drug,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4218,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,All services,d,Drug,"",Percentage,74.9,17.928,3.984,1.195,1.594,0,0.398,0,0,96.813,3.187,4
4219,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Community-based service,"",Drug,"",Percentage,75.502,17.269,4.016,1.205,1.606,0,0.402,0,0,96.787,3.213,4
4220,Q2 2023/2024,S08000020,"",NHS Grampian,"",All NHS Grampian ADPs,d,Prison-based service,"",Drug,"",Percentage,0,100,0,0,0,0,0,0,0,100,0,8
4221,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Alcohol,"",Percentage,59.372,24.779,9.895,2.092,2.414,0.644,0.644,0.161,0,94.047,5.953,6
4222,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Alcohol,"",Percentage,57.494,25.826,10.415,2.202,2.54,0.677,0.677,0.169,0,93.734,6.266,6
4223,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Alcohol,"",Percentage,94.828,5.172,0,0,0,0,0,0,0,100,0,0
4224,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4225,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Alcohol,"",Percentage,58.291,24.196,9.475,2.623,3.638,1.354,0.423,0,0,91.963,8.037,6
4226,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Alcohol,"",Percentage,55.263,25.953,10.163,2.813,3.902,1.452,0.454,0,0,91.379,8.621,7
4227,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4228,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4229,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Alcohol,"",Percentage,56.5,20.85,12.428,4.906,4.415,0.736,0.082,0,0.082,89.779,10.221,7
4230,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Alcohol,"",Percentage,55.814,21.179,12.625,4.983,4.485,0.748,0.083,0,0.083,89.618,10.382,7
4231,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,1.5
4232,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4233,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Alcohol,"",Percentage,58.987,24.228,11.718,2.692,2.059,0.317,0,0,0,94.933,5.067,6
4234,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Alcohol,"",Percentage,58.739,24.342,11.812,2.713,2.075,0.319,0,0,0,94.892,5.108,6
4235,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Alcohol,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4236,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Alcohol,"",Percentage,90,10,0,0,0,0,0,0,0,100,0,0
4237,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Alcohol,"",Percentage,57.604,25.69,12.608,1.97,1.97,0.158,0,0,0,95.902,4.098,7
4238,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Alcohol,"",Percentage,57.302,25.873,12.698,1.984,1.984,0.159,0,0,0,95.873,4.127,7
4239,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,1
4240,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Alcohol,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4241,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,All,d,Percentage,64.762,21.27,8.345,1.814,2.63,0.544,0.499,0.091,0.045,94.376,5.624,5
4242,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",All,d,Percentage,62.909,22.303,8.863,1.927,2.794,0.578,0.53,0.096,0,94.075,5.925,5
4243,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",All,d,Percentage,95.062,3.704,0,0,0,0,0,0,1.235,98.765,1.235,0
4244,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",All,d,Percentage,93.75,6.25,0,0,0,0,0,0,0,100,0,0
4245,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,All,d,Percentage,64.206,21.342,7.651,2.506,3.132,0.895,0.268,0,0,93.199,6.801,4
4246,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",All,d,Percentage,62.113,22.656,8.091,2.665,3.284,0.952,0.238,0,0,92.861,7.139,5
4247,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4248,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",All,d,Percentage,90.476,2.381,2.381,0,2.381,0,2.381,0,0,95.238,4.762,0
4249,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,All,d,Percentage,64.812,18.37,9.702,3.277,3.277,0.431,0.043,0,0.086,92.885,7.115,5
4250,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",All,d,Percentage,63.758,18.967,9.973,3.339,3.384,0.445,0.045,0,0.089,92.698,7.302,5
4251,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,1.5
4252,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",All,d,Percentage,96.923,0,1.538,1.538,0,0,0,0,0,98.462,1.538,0
4253,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,All,d,Percentage,65.026,21.675,8.981,2.073,2.029,0.216,0,0,0,95.682,4.318,4
4254,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",All,d,Percentage,64.402,22.056,9.175,2.073,2.073,0.221,0,0,0,95.633,4.367,5
4255,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",All,d,Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4256,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",All,d,Percentage,93.878,4.082,0,2.041,0,0,0,0,0,97.959,2.041,0
4257,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,All,d,Percentage,63.482,23.652,9.087,1.656,1.868,0.212,0.042,0,0,96.221,3.779,5
4258,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",All,d,Percentage,62.592,24.228,9.308,1.696,1.914,0.217,0.043,0,0,96.129,3.871,6
4259,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,1
4260,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",All,d,Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4261,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Co-dependency,"",Percentage,69.295,17.012,6.639,1.66,4.149,0.83,0.415,0,0,92.946,7.054,4
4262,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Co-dependency,"",Percentage,67.411,17.857,7.143,1.786,4.464,0.893,0.446,0,0,92.411,7.589,4.5
4263,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4264,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,87.5,12.5,0,0,0,0,0,0,0,100,0,0
4265,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Co-dependency,"",Percentage,68.24,21.459,3.863,2.146,3.433,0.858,0,0,0,93.562,6.438,4
4266,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Co-dependency,"",Percentage,67.111,22.222,4,2.222,3.556,0.889,0,0,0,93.333,6.667,4
4267,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4268,Q3 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4269,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Co-dependency,"",Percentage,68.31,18.31,6.69,2.817,3.873,0,0,0,0,93.31,6.69,4
4270,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Co-dependency,"",Percentage,65.251,20.077,7.336,3.089,4.247,0,0,0,0,92.664,7.336,5
4271,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4272,Q4 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4273,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Co-dependency,"",Percentage,62.214,25.954,7.634,1.527,2.29,0.382,0,0,0,95.802,4.198,5
4274,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Co-dependency,"",Percentage,61.2,26.8,8,1.2,2.4,0.4,0,0,0,96,4,6
4275,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4276,Q1 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,83.333,8.333,0,8.333,0,0,0,0,0,91.667,8.333,0
4277,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Co-dependency,"",Percentage,63.636,26.332,5.329,0.94,2.821,0.94,0,0,0,95.298,4.702,5
4278,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Community-based service,"",Co-dependency,"",Percentage,62.46,27.184,5.502,0.971,2.913,0.971,0,0,0,95.146,4.854,5
4279,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Hospital-based service,"",Co-dependency,"",Percentage,0,0,0,0,0,0,0,0,0,0,0,0
4280,Q2 2023/2024,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,Prison-based service,"",Co-dependency,"",Percentage,100,0,0,0,0,0,0,0,0,100,0,0
4281,Q2 2022/2023,S08000031,"",NHS Greater Glasgow & Clyde,"",All NHS Greater Glasgow & Clyde ADPs,d,All services,d,Drug,"",Percentage,72.538,16.644,6.241,1.387,2.497,0.277,0.277,0,0.139,95.423,4.577,3
